image_id,active_attributes,active_attribute_names
9333,"[8, 21, 22, 30, 36, 37, 51, 52, 58, 70, 71, 78, 85, 91, 92, 101, 117, 118, 132, 133, 146, 152, 164, 165, 194, 195, 209, 210, 216, 219, 230, 239, 244, 248, 254, 260, 261, 275, 284, 290, 305, 306, 312]","[""has_bill_shape::cone"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::eyering"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::striped"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
9334,"[7, 21, 22, 36, 37, 52, 57, 70, 71, 78, 91, 92, 104, 117, 118, 133, 146, 150, 164, 165, 179, 180, 194, 195, 209, 210, 216, 222, 236, 239, 243, 247, 260, 261, 275, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::striped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9335,"[8, 15, 22, 30, 36, 37, 45, 51, 52, 55, 64, 70, 71, 75, 85, 92, 96, 118, 133, 146, 152, 158, 165, 173, 179, 180, 188, 195, 203, 209, 210, 213, 219, 236, 240, 244, 248, 254, 260, 261, 278, 284, 299, 306, 311]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::malar"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::white"", ""has_belly_color::grey"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9336,"[7, 21, 22, 36, 37, 51, 52, 58, 70, 71, 76, 98, 117, 118, 133, 146, 152, 164, 165, 179, 180, 194, 195, 210, 222, 231, 240, 244, 245, 260, 261, 270, 280, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_head_pattern::masked"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::tree-clinging-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::yellow"", ""has_bill_color::brown"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9337,"[7, 11, 21, 22, 26, 36, 39, 51, 52, 58, 60, 70, 73, 77, 104, 117, 118, 132, 133, 146, 152, 164, 165, 169, 180, 194, 195, 209, 210, 213, 222, 236, 239, 244, 248, 250, 260, 261, 263, 278, 280, 293, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::brown"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_upperparts_color::buff"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::brown"", ""has_back_color::black"", ""has_back_color::buff"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::striped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::brown"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::brown"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_primary_color::buff"", ""has_leg_color::buff"", ""has_bill_color::brown"", ""has_bill_color::buff"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9338,"[7, 15, 21, 22, 36, 37, 51, 52, 57, 70, 71, 76, 85, 91, 92, 101, 117, 118, 132, 133, 146, 150, 164, 165, 194, 195, 209, 210, 213, 219, 236, 239, 243, 247, 260, 261, 265, 284, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::eyering"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::brown"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9339,"[7, 15, 21, 22, 30, 36, 37, 45, 51, 52, 58, 70, 71, 78, 85, 101, 117, 118, 132, 146, 152, 158, 164, 173, 179, 180, 188, 194, 195, 203, 209, 210, 213, 219, 236, 240, 244, 248, 254, 269, 290, 299, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::eyering"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::grey"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::grey"", ""has_leg_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_wing_pattern::multi-colored""]"
9340,"[7, 21, 22, 36, 37, 51, 52, 56, 70, 71, 76, 91, 92, 100, 117, 118, 132, 133, 146, 152, 164, 165, 179, 180, 222, 231, 239, 244, 260, 261, 269, 284, 305, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::spotted"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::eyebrow"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::tree-clinging-like"", ""has_back_pattern::striped"", ""has_tail_pattern::multi-colored"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_bill_color::grey"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
9341,"[7, 21, 22, 36, 37, 51, 52, 57, 104, 112, 117, 132, 146, 152, 164, 165, 194, 195, 204, 219, 231, 245, 255, 260, 261, 275, 284, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_head_pattern::striped"", ""has_breast_color::yellow"", ""has_breast_color::black"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::yellow"", ""has_size::small_(5_-_9_in)"", ""has_shape::tree-clinging-like"", ""has_belly_pattern::solid"", ""has_primary_color::yellow"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9342,"[7, 21, 22, 30, 36, 37, 52, 57, 64, 70, 71, 77, 91, 92, 96, 117, 118, 126, 132, 146, 152, 164, 165, 173, 180, 194, 195, 210, 213, 219, 236, 239, 244, 245, 260, 261, 269, 284, 290, 299, 305, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::malar"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::multi-colored""]"
9343,"[7, 21, 22, 36, 37, 51, 52, 58, 70, 71, 91, 92, 104, 117, 118, 146, 150, 164, 165, 194, 195, 209, 210, 222, 236, 240, 248, 260, 261, 290, 291, 305, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::black"", ""has_back_color::white"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::striped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_bill_color::black"", ""has_bill_color::white"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
9344,"[7, 21, 22, 30, 36, 37, 51, 52, 57, 64, 70, 71, 75, 96, 117, 118, 126, 133, 146, 150, 164, 173, 180, 188, 194, 195, 210, 213, 219, 236, 240, 243, 245, 260, 261, 278, 284, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::malar"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9345,"[2, 15, 21, 22, 30, 36, 37, 45, 51, 52, 58, 62, 64, 70, 71, 78, 85, 91, 103, 105, 111, 117, 118, 126, 135, 146, 152, 158, 165, 173, 188, 197, 203, 210, 216, 219, 233, 239, 243, 247, 254, 260, 261, 269, 278, 284, 293, 299, 305, 311]","[""has_bill_shape::dagger"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::purple"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_head_pattern::eyeline"", ""has_head_pattern::capped"", ""has_breast_color::grey"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::buff"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_nape_color::grey"", ""has_nape_color::buff"", ""has_belly_color::grey"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::sandpiper-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_leg_color::buff"", ""has_bill_color::grey"", ""has_bill_color::buff"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::striped""]"
9346,"[7, 21, 22, 36, 37, 52, 55, 70, 71, 78, 91, 92, 100, 117, 118, 132, 146, 152, 164, 165, 179, 180, 194, 195, 204, 210, 216, 222, 236, 239, 243, 245, 260, 261, 275, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::eyebrow"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::yellow"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9347,"[7, 21, 22, 36, 37, 51, 52, 57, 70, 71, 78, 104, 111, 117, 118, 133, 146, 152, 164, 165, 179, 180, 188, 194, 195, 203, 209, 210, 222, 230, 239, 243, 247, 254, 260, 261, 269, 275, 284, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_head_pattern::striped"", ""has_breast_color::grey"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::grey"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9348,"[7, 21, 22, 36, 37, 45, 51, 57, 70, 71, 76, 91, 100, 117, 118, 126, 132, 146, 152, 158, 164, 179, 180, 188, 194, 209, 210, 213, 222, 236, 239, 243, 247, 260, 261, 265, 269, 280, 299, 305, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::grey"", ""has_underparts_color::black"", ""has_breast_pattern::striped"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::eyebrow"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::black"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::grey"", ""has_forehead_color::black"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::black"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::brown"", ""has_leg_color::grey"", ""has_bill_color::brown"", ""has_crown_color::grey"", ""has_crown_color::black"", ""has_wing_pattern::striped""]"
9349,"[7, 15, 21, 22, 30, 36, 45, 52, 55, 64, 70, 71, 76, 91, 92, 96, 111, 118, 126, 133, 146, 150, 158, 165, 179, 180, 188, 195, 203, 210, 214, 222, 236, 238, 242, 245, 254, 260, 261, 275, 284, 299, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_underparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::malar"", ""has_breast_color::grey"", ""has_breast_color::white"", ""has_throat_color::grey"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::grey"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::white"", ""has_belly_color::grey"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::spotted"", ""has_tail_pattern::spotted"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::grey"", ""has_crown_color::grey"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
9350,"[7, 21, 22, 30, 36, 37, 51, 52, 57, 64, 70, 71, 74, 91, 92, 102, 117, 118, 132, 133, 152, 164, 165, 180, 194, 195, 209, 210, 215, 219, 232, 239, 243, 247, 254, 260, 261, 275, 290, 305, 306, 311]","[""has_bill_shape::all-purpose"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::grey"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::black"", ""has_throat_color::white"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::hawk-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9351,"[2, 21, 22, 36, 37, 51, 52, 57, 70, 71, 76, 91, 104, 117, 118, 133, 146, 150, 164, 165, 179, 180, 194, 195, 209, 210, 213, 219, 236, 239, 243, 247, 260, 261, 275, 290, 305, 306, 311]","[""has_bill_shape::dagger"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::black"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::black"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::striped"", ""has_breast_color::black"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::black"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::black"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::striped"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::black"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
9352,"[7, 10, 25, 52, 55, 72, 76, 80, 101, 106, 121, 136, 152, 153, 168, 183, 210, 213, 222, 229, 237, 241, 245, 249, 261, 278, 279, 294, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::red"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyering"", ""has_breast_color::blue"", ""has_throat_color::blue"", ""has_eye_color::blue"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::blue"", ""has_under_tail_color::blue"", ""has_nape_color::blue"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hummingbird-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::white"", ""has_leg_color::buff"", ""has_bill_color::blue"", ""has_crown_color::blue"", ""has_wing_pattern::solid""]"
